"Codigo","Nombre","cantidad","Descripcion","Categoria","Etiquetas","Precio","URL FOTO",""
"557","Vino Casillero del Diablo Merlot","5","Botella x 750","Vinos y Licores","Vinos","0","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3512273-1000-1000/7804320985633.jpg?v=637274217095600000",""
"558","Vino Z ","5","Botella x 750","Vinos y Licores","Vinos","17700","https://www.anchetascolombia.com/1333/vino-oporto-z-x-750-ml.jpg",""
"559","Vino Cariñoso Verano","5","Botella x 750","Vinos y Licores","Vinos","17800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/341220-750-750/7703588001041-2.jpg?v=636487650606700000",""
"560","Vino Cariñoso Manzana","5","Botella x 750","Vinos y Licores","Vinos","12600","https://www.anchetascolombia.com/1328/vino-carinoso-durazno-750-ml.jpg",""
"561","Vino Cariñoso Rose","5","Botella x 750","Vinos y Licores","Vinos","13900","https://cdn.totalcode.com/la14/product-zoom/es/vino-carinoso--rose-12un-x750ml-1.jpg",""
"562","Vino Cariñoso Durazno","5","Botella x 750","Vinos y Licores","Vinos","13400","https://metrocolombiafood.vteximg.com.br/arquivos/ids/163213-750-750/7703588000211-1.jpg?v=636670258403670000",""
"563","Vino Libertador Espumoso Blanco","5","Botella x 750","Vinos y Licores","Vinos","12900","https://www.vincorte.com/wp-content/uploads/2020/02/AP.-VINICO-ESPUMOSO-BCO-LIBERTADOR.jpg",""
"564","Vino Libertador Espumoso Rosado","5","Botella x 750","Vinos y Licores","Vinos","12900","https://www.vincorte.com/wp-content/uploads/2020/02/BEB.-GAS.-SAB-A-VINO-MOSTELO-750-ROSADO.jpg",""
"565","Vino Gran Brindis Espumoso Rosado","5","Botella x 750","Vinos y Licores","Vinos","9100","https://colsubsidiogrocery.vtexassets.com/arquivos/ids/157187-300-300?width=300&height=300&aspect=true",""
"566","Vino Gran Brindis Espumoso Blanco","5","Botella x 750","Vinos y Licores","Vinos","9100","https://www.licoresmayorista.com/wp-content/uploads/2020/06/champa%C3%B1a_0003_gran-brindis-blanca-260ml.jpg",""
"567","Vino Rivelino Espumoso Rosado","5","Botella x 750","Vinos y Licores","Vinos","12100","https://www.vincorte.com/wp-content/uploads/2020/02/V.-ESP-ROSADO-RIVELINO-6%C2%B0-750.jpg",""
"568","Vino Rivelino Espumoso Blanco","5","Botella x 750","Vinos y Licores","Vinos","12100","https://www.vincorte.com/wp-content/uploads/2020/02/V.-ESP-BLANCO-RIVELINO-6-750.jpg",""
"569","Cerveza Aguila","5","Six Pack","Vinos y Licores","Cerveza","13900","https://piragua.com.co/wp-content/uploads/2019/11/aguila-original-sixpack.jpg",""
"570","Cerveza Aguila Light ","5","Six Pack","Vinos y Licores","Cerveza","14400","https://piragua.com.co/wp-content/uploads/2019/11/aguila-lightl-sixpack.jpg",""
"571","Cerveza Aguila Fusion Limon ","5","Six Pack","Vinos y Licores","Cerveza","12500","https://loboexpress.com.co/560/aguila-fusi%C3%B3n-lim%C3%B3n-six-pack-6x269ml.jpg",""
"572","Cerveza Poker ","5","Six Pack","Vinos y Licores","Cerveza","14500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3491989-750-750/7702004007841.jpg?v=637212593850570000",""
"573","Cerveza Poker Roja ","5","Six Pack","Vinos y Licores","Cerveza","0","https://www.licorerazonafrank.com/wp-content/uploads/2020/05/IMG_20200516_221618.jpg",""
"574","Cerveza Club Colombia Roja","5","Six Pack","Vinos y Licores","Cerveza","15300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3491996-750-750/7702004003638.jpg?v=637212593878200000",""
"575","Cerveza Club Colombia Negra","5","Six Pack","Vinos y Licores","Cerveza","15300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3491993-750-750/7702004003782.jpg?v=637212593865300000",""
"576","Cerveza Club Colombia Dorada","5","Six Pack","Vinos y Licores","Cerveza","15300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3491998-1000-1000/7702004003539.jpg?v=637212593889130000",""
"577","Cerveza Corona","5","Six Pack","Vinos y Licores","Cerveza","23400","https://exitocol.vtexassets.com/arquivos/ids/1981294/CERVEZA-SIXPACK-CORONA-X-355-ML-CU-1663470_a.jpg?v=637259439302100000",""
"578","Cerveza Coronita","5","Six Pack","Vinos y Licores","Cerveza","14600","https://exitocol.vtexassets.com/arquivos/ids/1721365/CERVEZA-SIXPACK-CORONITA-X-210-ML-CU-1663468_a.jpg?v=637223989278770000",""
"579","Cerveza Stella Artois","5","Six Pack","Vinos y Licores","Cerveza","23100","https://oechsle.vteximg.com.br/arquivos/ids/1351972-1000-1000/image-d1b48abb5a774f9a982f4f13c260644c.jpg?v=637123898111700000",""
"580","Cerveza Miller Energy","5","Six Pack","Vinos y Licores","Cerveza","0","https://almacen.do/wp-content/uploads/2018/03/Cerveza-Miller-6-uds-12-oz-Turn.jpg",""
"581","Cerveza Grolsch","5","Four Pack","Vinos y Licores","Cerveza","21600","https://plazavea.vteximg.com.br/arquivos/ids/227276-1000-1000/20106095.jpg?v=636985532997030000",""
"582","Cerveza Heineken","5","Six Pack","Vinos y Licores","Cerveza","11900","https://i.postimg.cc/K8BCFXbD/6-PACK-HEINEKEN.png",""
"583","Cerveza Costeña Bacana","5","Six Pack","Vinos y Licores","Cerveza","9900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3538403-1000-1000/7702004005618.jpg?v=637347523585400000",""
"584","Cerveza Andina","5","Six Pack","Vinos y Licores","Cerveza","11500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3430112-1000-1000/7702090050578.jpg?v=636958662690200000",""
"585","Cerveza Tecate","5","Six Pack","Vinos y Licores","Cerveza","11900","https://supermercadocomunal.com/1162-large_default/cerveza-tecate-6-und-355-ml.jpg",""
"586","Cerveza Reeds","5","Six Pack","Vinos y Licores","Cerveza","11900","https://mistiendas.com.co/mistiendas/4296-large_default/cerveza-redds-citrus-six-pack.jpg",""
"587","Cerveza Azteca","5","Six Pack","Vinos y Licores","Cerveza","10800","https://piragua.com.co/wp-content/uploads/2019/11/azteca-six-pack.jpg",""
"588","Cerveza Budwaiser","5","Six Pack","Vinos y Licores","Cerveza","12900","https://piragua.com.co/wp-content/uploads/2019/11/budweiser-six-pack-piragua.jpg",""
"589","Cerveza Refajo Cola y Pola","5","Six Pack","Vinos y Licores","Cerveza","9900","https://metrocolombiafood.vteximg.com.br/arquivos/ids/263040-750-750/7702004016621.jpg?v=637212601283170000",""
"590","Cerveza BBC","5","Four Pack","Vinos y Licores","Cerveza","0","https://exitocol.vtexassets.com/arquivos/ids/1867835-800-auto?width=800&height=auto&aspect=true",""
"591","Cigarrillos Malboro Fusion","5","Paq x 20 ","Cigarrillos","Cigarrillos","8500","https://d2j6dbq0eux0bg.cloudfront.net/images/30491376/1501898178.jpg",""
"592","Cigarrillos Malboro Fusion","5","Paq x 20 ","Cigarrillos","Cigarrillos","8500","https://domicilios24siete.com/wp-content/uploads/2020/05/cigarrillo-malboro-SUMERx-20-un.png",""
"593","Cigarrillos Malboro doble Fusion","5","Paq x 20 ","Cigarrillos","Cigarrillos","8500","https://licoreslarebaja.com/394-large_default/cigarrillo-malboro-doble-fusion-x-20-un.jpg",""
"594","Cigarrillos Malboro ","5","Paq x 20 ","Cigarrillos","Cigarrillos","8500","https://d2j6dbq0eux0bg.cloudfront.net/images/30491376/1491246723.jpg",""
"595","Cigarrillos Malboro Gold","5","Paq x 20 ","Cigarrillos","Cigarrillos","8500","https://newyorkstore.com.co/wp-content/uploads/Gold.jpg",""
"596","Cigarrillos Malboro Fusion","5","Paq x 10 ","Cigarrillos","Cigarrillos","4400","https://licorpartypa.com/wp-content/uploads/2020/03/Marlboro-fusion-media-265x331.png",""
"597","Cigarrillos Malboro Fusion","5","Paq x 10 ","Cigarrillos","Cigarrillos","4400","https://loboexpress.com.co/848-tm_thickbox_default/marlboro-ice-fusion-summer-x-10-unidades.jpg",""
"598","Cigarrillos Malboro doble Fusion","5","Paq x 10 ","Cigarrillos","Cigarrillos","4400","https://loboexpress.com.co/850-tm_thickbox_default/cigarrillo-marlboro-double-fusion-medio-paquete-x-10-und.jpg",""
"599","Cigarrillos Malboro ","5","Paq x 10 ","Cigarrillos","Cigarrillos","4400","https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcR_zI5IGbYWoOMuQeLUzxrvAA5vR3xq2kgFlQ&usqp=CAU",""
"600","Cigarrillos Malboro Gold","5","Paq x 10 ","Cigarrillos","Cigarrillos","4400","https://licorparty.com/wp-content/uploads/2020/03/marlboro-gold-media.png",""
"601","Cigarrillos L&M ","5","Paq x 20 ","Cigarrillos","Cigarrillos","5500","https://newyorkstore.com.co/wp-content/uploads/CIGARRILLOS-LM-600x600.jpg",""
"602","Cigarrillos L&M ","5","Paq x 10 ","Cigarrillos","Cigarrillos","2900","https://loboexpress.com.co/861-tm_thickbox_default/cigarrillo-lm-blue-medio-paquete-x-10-und.jpg",""
"603","Cigarrillos Lucky Strike Azul","5","Paq x 20 ","Cigarrillos","Cigarrillos","8400","https://licoreslarebaja.com/594/cigarrillos-lucky-strike-azul-x-20-un.jpg",""
"604","Cigarrillos Lucky Strike Blanco","5","Paq x 20 ","Cigarrillos","Cigarrillos","8400","https://licoreslarebaja.com/593/cigarrillos-lucky-strike-blanco-x-20.jpg",""
"605","Cigarrillos Lucky Strike Blanco","5","Paq x 10 ","Cigarrillos","Cigarrillos","4400","https://cdn.shopify.com/s/files/1/0039/4916/6703/products/11014.jpg?v=1582352610",""
"606","Cigarrillos Lucky Strike Azul","5","Paq x 10 ","Cigarrillos","Cigarrillos","4400","https://licoreslarebaja.com/594/cigarrillos-lucky-strike-azul-x-20-un.jpg",""
"607","Cigarillos Rothmans Azul","5","Paq x 20 ","Cigarrillos","Cigarrillos","6800","https://images.rappi.com/products/1150544-1593110145422.png?e=webp",""
"608","Cigarillos Rothmans Gris","5","Paq x 20 ","Cigarrillos","Cigarrillos","6800","https://www.licoexpress.co/wp-content/uploads/2020/05/Cigarrillos-Rothmans-Gris-Caja-20-und-1.jpg",""
"609","Cigarillos Rothmans  Azul","5","Paq x 10 ","Cigarrillos","Cigarrillos","3700","https://loboexpress.com.co/851-tm_thickbox_default/rothmans-azul.jpg",""
"610","Cigarillos Rothmans Gris","5","Paq x 10 ","Cigarrillos","Cigarrillos","3700","https://loboexpress.com.co/852/rothmans-gris.jpg",""
"611","Cigarillos Rothmans Blanco","5","Paq x 10 ","Cigarrillos","Cigarrillos","3000","https://images.jumpseller.com/store/cigarrerialarosa/5383786/Cigarrillo_Rothmans_Blanco_Caja_X_10_Und-1000x798.jpg?1593197982",""
"612","Cigarrillos Chesterfirld ","5","Paq x 20 ","Cigarrillos","Cigarrillos","6100","https://supermercadocomunal.com/1101-large_default/cigarrillos-chesterfield-remix-20-und.jpg",""
"613","Cigarrillos Chesterfirld ","5","Paq x 10 ","Cigarrillos","Cigarrillos","3300","https://supermercadocomunal.com/1101-large_default/cigarrillos-chesterfield-remix-20-und.jpg",""
"614","Aceite Oliosoya ","5","Botella x 1000","Despensa","Aceites","6800","https://mercaldas.vteximg.com.br/arquivos/ids/157362-1000-1000/459.jpg?v=636918829074970000",""
"615","Aceite Oliosoya ","5","Botella x 2000","Despensa","Aceites","12800","https://triunfoq.com/wp-content/uploads/2019/04/7702116000945.jpg",""
"616","Aceite Oliosoya ","5","Botella x 3000","Despensa","Aceites","18900","https://exitocol.vtexassets.com/arquivos/ids/1976394-800-auto?width=800&height=auto&aspect=true",""
"617","Aceite Oliosoya ","5","Botella x 5000","Despensa","Aceites","31900","https://bodegaeltrebol.com/wp-content/uploads/2018/12/Oliosoya-5.jpeg",""
"618","Aceite Bon Life","5","Botella x 1000","Despensa","Aceites","6700","https://mercatuonline.com/wp-content/uploads/2020/07/aceite-vegetal-soya-bon-life-x-1000-1.png",""
"619","Aceite Bon Life","5","Botella x 2000","Despensa","Aceites","13100","https://supertiendascomunal.com/1313-medium_default/aceite-bon-life-2000-ml.jpg",""
"620","Aceite Bon Life","5","Botella x 3000","Despensa","Aceites","19200","https://supermercadocomunal.com/1628-large_default/aceite-vegetal-bon-life-3000-cc.jpg",""
"621","Aceite Bon Life","5","Botella x 5000","Despensa","Aceites","31400","https://supermercadocomunal.com/8086-large_default/aceite-vegetal-bon-life-5000-cc.jpg",""
"622","Aceite Gourmet ","5","Botella x 1000","Despensa","Aceites","12900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3501456-1000-1000/7702116000013.jpg?v=637244720100900000",""
"623","Aceite Gourmet ","5","Botella x 2000","Despensa","Aceites","23600","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3501464-1000-1000/7702116000785.jpg?v=637244720147530000",""
"624","Aceite Gourmet ","5","Botella x 3000","Despensa","Aceites","34900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3501457-1000-1000/7702116000020.jpg?v=637244720108270000",""
"625","Aceite Garza","5","Botella x 900","Despensa","Aceites","5500","https://images.jumpseller.com/store/cigarrerialarosa/5240306/7702116000105.jpg?1588629944",""
"626","Aceite Garza","5","Botella x 2000","Despensa","Aceites","11700","https://vx2.bc3.myftpupload.com/wp-content/uploads/2019/04/7702116000082-600x600.jpg",""
"627","Aceite Garza","5","Botella x 3000","Despensa","Aceites","17100","https://toccmarket.com/image/cache/catalog/MARCAS/aceite-1000x798.jpg",""
"628","Aceite Garza","5","Botella x 5000","Despensa","Aceites","28100","https://images.jumpseller.com/store/fanero/4762771/aceite_la_garza_5000ml.jpg?1585870751",""
"629","Aceite Diana","5","Botella x 900","Despensa","Aceites","5300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3510519-1000-1000/7702028000330.jpg?v=637273105500200000",""
"630","Aceite Diana Ajo y Cebolla ","5","Botella x 900","Despensa","Aceites","5600","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3510517-750-750/7702028000361.jpg?v=637273105499270000",""
"631","Aceite Diana","5","Botella x 2000","Despensa","Aceites","11600","https://bodegaeltrebol.com/wp-content/uploads/2018/12/a-510.png",""
"632","Aceite Diana","5","Botella x 3000","Despensa","Aceites","19900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3510520-750-750/7702028000378.jpg?v=637273105500830000",""
"633","Aceite Diana","5","Botella x 5000","Despensa","Aceites","19900","https://mercaldas.vteximg.com.br/arquivos/ids/196457-400-400/Aceite-DIANA-con-vitaminas-frasco-x2000-ml_113059.jpg?v=637327956234000000",""
"634","Aceite Vivi","5","Botella x 900","Despensa","Aceites","5500","https://secureservercdn.net/50.62.88.95/vx2.bc3.myftpupload.com/wp-content/uploads/2019/05/7702179013104.jpg?time=1600957807",""
"635","Aceite Vivi","5","Botella x 3000","Despensa","Aceites","16500","https://exitocol.vtexassets.com/arquivos/ids/290691-800-auto?width=800&height=auto&aspect=true",""
"636","Aceite Vivi","5","Botella x 5000","Despensa","Aceites","26900","https://www.mercapava.com.co/wp-content/uploads/importedmedia/blogmedia-151690-600x600.jpg",""
"637","Aceite Girasoli","5","Botella x 900","Despensa","Aceites","7600","https://www.jdh.com.co/wp-content/uploads/2020/06/Aceite-Girasoli-x-500gr-REF-10648.jpg",""
"638","Aceite Girasoli","5","Botella x 2000","Despensa","Aceites","15900","https://exitocol.vtexassets.com/arquivos/ids/2135470/Aceite-De-Girasol-X-2000-Cm3-748719_a.jpg?v=637279388259130000",""
"639","Aceite Girasoli","5","Botella x 3000","Despensa","Aceites","23800","https://mercaldas.vteximg.com.br/arquivos/ids/198208-1300-1300/Aceite-GIRASOLI-garrafa-x3000-ml_57694.jpg?v=637348636594000000",""
"640","Aceite de Oliva Olivetto intenso","5","Botella x 250","Despensa","Aceites","15600","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498979-1000-1000/7702109018438.jpg?v=637237131148530000",""
"641","Aceite de Oliva Olivetto intenso","5","Botella x 500","Despensa","Aceites","24700","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3498978-750-750/7702109018414.jpg?v=637237130713200000",""
"642","Aceite de Oliva Gourmet","5","Botella x 500","Despensa","Aceites","15900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3501452-1000-1000/7702109014836.jpg?v=637244720078370000",""
"643","Aceite de Oliva Gourmet","5","Botella x 1000","Despensa","Aceites","22900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3501466-1000-1000/7702141003256.jpg?v=637244720165500000",""
"644","Arroz Diana","5","Bolsa x 1000","Despensa","Arroz y Granos","3100","https://exitocol.vtexassets.com/arquivos/ids/654535/Arroz-Diana-1000-gr-552155_a.jpg?v=637027025752170000",""
"645","Arroz Diana","5","Bolsa X 3000","Despensa","Arroz y Granos","8900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3510542-1000-1000/7702511000038.jpg?v=637273105609430000",""
"646","Arroz Diana","5","Bolsa x 5000","Despensa","Arroz y Granos","14700","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3510543-1000-1000/7702511000045.jpg?v=637273105624530000",""
"647","Arroz Diana","5","Talega x 10k","Despensa","Arroz y Granos","29900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3510544-1000-1000/7702511000205.jpg?v=637273105627330000",""
"648","Arroz Diana","5","Bolsa 25 lb","Despensa","Arroz y Granos","35900","https://metrocolombiafood.vteximg.com.br/arquivos/ids/272422-1000-1000/7702511000342.jpg?v=637273102760430000",""
"649","Arroz Roa","5","Bolsa x 1000","Despensa","Arroz y Granos","3100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/187637-1000-1000/7702552000141.jpg?v=636142066817800000",""
"650","Arroz Roa","5","Bolsa X 3000","Despensa","Arroz y Granos","8900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3242283-1000-1000/7702552000486.jpg?v=636556173953100000",""
"651","Arroz Roa","5","Bolsa x 5000","Despensa","Arroz y Granos","14700","https://mercaldas.vteximg.com.br/arquivos/ids/166804-1000-1000/Arroz-ROA-x5000-g.jpg?v=636985690009930000",""
"652","Arroz Roa","5","Talega x 10k","Despensa","Arroz y Granos","29900","https://metrocolombiafood.vteximg.com.br/arquivos/ids/157166-750-750/7702552000172-1.jpg?v=636670240592730000",""
"653","Arroz Roa","5","Bolsa 25 lb","Despensa","Arroz y Granos","35900","https://www.corbeta.com.co/media/catalog/product/1/7/17702552000094.png",""
"654","Arroz Florhuila","5","Bolsa x 1000","Despensa","Arroz y Granos","3100","https://exitocol.vtexassets.com/arquivos/ids/1027148/Arroz-Flor-Huila-1000-gr-796712_a.jpg?v=637124526121630000",""
"655","Arroz Florhuila","5","Bolsa X 3000","Despensa","Arroz y Granos","8900","https://tienda.binapps.com/wp-content/uploads/2020/04/08866.jpeg",""
"656","Arroz Florhuila","5","Bolsa x 5000","Despensa","Arroz y Granos","14700","https://metrocolombiafood.vteximg.com.br/arquivos/ids/157156-750-750/7702231000042-1.jpg?v=636670240574730000",""
"657","Arroz Florhuila","5","Talega x 10k","Despensa","Arroz y Granos","29900","https://metrocolombiafood.vteximg.com.br/arquivos/ids/157155-750-750/7702231000066-1.jpg?v=636670240572130000",""
"658","Arroz Florhuila","5","Bolsa 25 lb","Despensa","Arroz y Granos","35900","https://supermercadocomunal.com/verbenal/img/p/1/6/5/2/1652-large_default.jpg",""
"659","Arroz Casanare","5","Bolsa x 1000","Despensa","Arroz y Granos","3100","foto",""
"660","Arroz Casanare","5","Bolsa X 3000","Despensa","Arroz y Granos","8900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/206515-1000-1000/7703308010049-1.jpg?v=636287518837470000",""
"661","Arroz Casanare","5","Bolsa x 5000","Despensa","Arroz y Granos","14700","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/209569-1000-1000/7703308010056-1.jpg?v=636288948604830000",""
"662","Arroz Casanare","5","Talega x 10k","Despensa","Arroz y Granos","29900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/206516-1000-1000/7703308010131-1.jpg?v=636287518838800000",""
"663","Arroz Casanare","5","Bolsa 25 lb","Despensa","Arroz y Granos","35900","foto",""
"664","Arroz Diana Premium ","5","Bolsa x 1000","Despensa","Arroz y Granos","4800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3510546-1000-1000/7702511000427.jpg?v=637273105646430000",""
"665","Arroz Diana Premium ","5","Bolsa x 2500","Despensa","Arroz y Granos","11100","https://metrocolombiafood.vteximg.com.br/arquivos/ids/272424-1000-1000/7702511000748.jpg?v=637273102765670000",""
"666","Arroz Roa Integral","5","Bolsa x 1000","Despensa","Arroz y Granos","3800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3397263-1000-1000/7702552300111.jpg?v=636881990139270000",""
"667","Arroz Roa de Leche","5","Bolsa x 150","Despensa","Arroz y Granos","3100","https://supermercadocomunal.com/7682-large_default/arroz-con-leche-roa-150-gr.jpg",""
"668","Arroz Roa con Pollo","5","","Despensa","Arroz y Granos","0","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/195341-1000-1000/7702552400125.jpg?v=636226238385200000",""
"669","Arroz Roa  Mexicano","5","Bolsa x 300 ","Despensa","Arroz y Granos","5100","https://mercaldas.vteximg.com.br/arquivos/ids/192714-1300-1300/Arroz-ROA-mexicano-x300-g_3468.jpg?v=637280421737170000",""
"670","Arroz Roa Paella","5","","Despensa","Arroz y Granos","0","https://metrocolombiafood.vteximg.com.br/arquivos/ids/157188-1000-1000/7702552400132-1.jpg?v=636670240619970000",""
"671","Arroz Roa de Coco","5","","Despensa","Arroz y Granos","0","https://d50xhnwqnrbqk.cloudfront.net/images/products/large/ps-mezcla-arroz-coco-x150g-saborizados-roa-copia.jpg",""
"672","Arroz Champiñones","5","Bolsa x 300","Despensa","Arroz y Granos","5100","https://mercadomambo.com/visualizar_imagen.php?carpeta=prod&nombre_archivo=file249044025.JPG&ancho=900",""
"673","Arroz Roa Oriental ","5","Bolsa x 300","Despensa","Arroz y Granos","5100","https://mercadomambo.com/multimedia/productos/4025590.JPG",""
"674","Frijol Bola Roja Unimercas","5","Bolsa x 500","Despensa","Arroz y Granos","4900","foto",""
"675","Frijol Cargamanto Unimercas","5","Bolsa x 500","Despensa","Arroz y Granos","4800","foto",""
"676","Frijol Cabeza Negra Unimercas","5","Bolsa x 500","Despensa","Arroz y Granos","2900","foto",""
"677","Frijols Caraota Maritza","5","Bolsa x 500","Despensa","Arroz y Granos","2900","foto",""
"678","Frijol Nima Unimercas","5","Bolsa x 500","Despensa","Arroz y Granos","3200","foto",""
"679","Frijol Soya Unimercas","5","Bolsa x 500","Despensa","Arroz y Granos","2100","foto",""
"680","Arveja verde seca Unimercas","5","Bolsa x 500","Despensa","Arroz y Granos","1700","foto",""
"681","Arveja verde seca Unimercas","5","Bolsa x 1000","Despensa","Arroz y Granos","3200","foto",""
"682","Arveja Amarilla Unimercas","5","Bolsa x 500","Despensa","Arroz y Granos","1600","foto",""
"683","Arveja Amarilla Unimercas","5","Bolsa x 1000","Despensa","Arroz y Granos","2300","foto",""
"684","Garbanzo Unimercas","5","Bolsa x 500","Despensa","Arroz y Granos","3500","foto",""
"685","Garbanzo Unimercas","5","Bolsa x 1000","Despensa","Arroz y Granos","6700","foto",""
"686","Maiz Porva ","5","Bolsa x 500","Despensa","Arroz y Granos","5400","foto",""
"687","Maiz Pira ","5","Bolsa x 500","Despensa","Arroz y Granos","1800","foto",""
"688","Maiz Peto ","5","Bolsa x 1000","Despensa","Arroz y Granos","1950","foto",""
"689","Maiz Peto ","5","Bolsa x 3000","Despensa","Arroz y Granos","5500","foto",""
"690","Lenteja Unimercas","5","Bolsa x 500","Despensa","Arroz y Granos","2500","foto",""
"691","Lenteja Unimercas","5","Bolsa x 1000","Despensa","Arroz y Granos","4800","foto",""
"692","Cuchuco de Trigo De la Abuela","5","Bolsa x 500","Despensa","Arroz y Granos","1800","https://supertiendascomunal.com/3559-thickbox_default/cuchuco-trigo-de-la-abuela-500-g.jpg",""
"693","Cuchuco de Cebada De la Abuela","5","Bolsa x 500","Despensa","Arroz y Granos","2500","https://supertiendascomunal.com/3566-thickbox_default/de-la-abuela-cuchuco-de-cebada-500-g.jpg",""
"694","Cuchuco de Maiz De la Abuela","5","Bolsa x 500","Despensa","Arroz y Granos","1800","https://organizacioncardenas.com/images/cuchuco/cuchuco-de-maiz-194-250.png",""
"695","Cebada Perlada De la Abuela","5","Bolsa x 500","Despensa","Arroz y Granos","2500","https://supertiendascomunal.com/2668-large_default/cebada-perlada-de-la-abuela-500-g.jpg",""
"696","Mazamorra Amarilla Aburra","5","Bolsa x 500","Despensa","Arroz y Granos","1800","https://cdn.derematazo.com/wp-content/uploads/2019/08/Mazamorra-Aburra-x-500-g-32393.jpg",""
"697","Mazamorra Blanca Aburra","5","Bolsa x 500","Despensa","Arroz y Granos","1800","https://d50xhnwqnrbqk.cloudfront.net/images/products/large/7706667029011.jpg",""
"698","Habas Unimercas","5","Bolsa x 500","Despensa","Arroz y Granos","2700","foto",""
"699","Sal Refisal ","5","Bolsa x 1000","Despensa","Condimentos caldos y sal","1500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3492569-1000-1000/7703812101202.jpg?v=637214303845200000",""
"700","Sal Refisal ","5","Bolsa x 3000","Despensa","Condimentos caldos y sal","3900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3492567-1000-1000/7703812101356.jpg?v=637214303842700000",""
"701","Sal Refisal Marinera","5","Bolsa x 800","Despensa","Condimentos caldos y sal","2700","https://cdn.derematazo.com/wp-content/uploads/2019/08/Sal-marina-Refisal-bolsa-x-800-g-43022.jpg",""
"702","Sal Refisal Light baja sodio","5","Bolsa x 500 ","Despensa","Condimentos caldos y sal","6900","https://cdn.derematazo.com/wp-content/uploads/2019/08/Sal-vital-Refisal-tarro-x-500-g-36940.jpg",""
"703","Sal Refisal Parillera","5","Tarro x 454","Despensa","Condimentos caldos y sal","5300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3492578-1000-1000/7703812013697.jpg?v=637214303881370000",""
"704","Sal Refisal ","5","Tarro x 500","Despensa","Condimentos caldos y sal","2300","https://mercaldas.vteximg.com.br/arquivos/ids/196466-1300-1300/Sal-REFISAL-500-Salero-Slim-Frasco_5647.jpg?v=637327956253430000",""
"705","Tricompleto El Rey","5","Bolsa x 55 gr ","Despensa","Condimentos caldos y sal","1900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175504-1000-1000/7702175111279-20-281-29.jpg?v=636114455465570000",""
"706","Curry El Rey","5","Bolsa x 20 gr","Despensa","Condimentos caldos y sal","2600","https://exitocol.vtexassets.com/arquivos/ids/1977256/Curry-Chapeta-El-Rey-15071_a.jpg?v=637259186823730000",""
"707","Pimienta en Pepa El Rey","5","Bolsa x 43 gr ","Despensa","Condimentos caldos y sal","2000","https://supermercadocomunal.com/8595-large_default/pimienta-de-olor-el-rey-15-gr.jpg",""
"708","Cebolla El Rey","5","Bolsa x 60 gr","Despensa","Condimentos caldos y sal","1350","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175477-1000-1000/7702175108378-20-281-29.jpg?v=636114455434400000",""
"709","Curcuma El Rey ","5","Bolsa x 30 gr ","Despensa","Condimentos caldos y sal","2000","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/175542-1000-1000/7702175157260-20-281-29.jpg?v=636114455509570000",""
"710","Picante El Rey ","5","Bolsa x 20 gr","Despensa","Condimentos caldos y sal","1900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/171433-1000-1000/7702175108361-281-29.jpg?v=636111274910300000",""
"711","Amarillo El Rey","5","Bolsa x 60 gr","Despensa","Condimentos caldos y sal","1100","https://cdn.totalcode.com/la14/product-zoom/es/azafran-amarillo-el-rey-chapeta-x-60-g-1.jpg",""
