"Codigo","Nombre","cantidad","Descripcion","Categoria","Etiquetas","Precio","URL FOTO",""
"1455","Tostadas El Country Mantequilla","5","Bolsa x 320 gr ","Panaderia y Pasteleria","Panaderia Empacada","3800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3533907-1000-1000/7707272490180.jpg?v=637320636179900000",""
"1456","Tostadas El Country Integrales","5","Bolsa x 320 gr ","Panaderia y Pasteleria","Panaderia Empacada","3800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3533908-750-750/7707272490197.jpg?v=637320637412700000",""
"1457","Tostadas Guadalupe Integrales ","5","Bolsa x 280 gr ","Panaderia y Pasteleria","Panaderia Empacada","4300","https://i2.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/09/guadalupe_tostados_integrales_24und.jpg?fit=600%2C600&ssl=1",""
"1458","Tostadas Guadalupe Mantequilla","5","Bolsa x 280 gr ","Panaderia y Pasteleria","Panaderia Empacada","4200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3503252-750-750/7705326079336.jpg?v=637249021922370000",""
"1459","Tostadas Santa Clara","5","Bolsa x 340 gr ","Panaderia y Pasteleria","Panaderia Empacada","3950","https://d50xhnwqnrbqk.cloudfront.net/images/products/medium/santa-clara-caladitos-3-tacos.jpg",""
"1460","Tostadas Santa Clara Integral","5","Bolsa x 340 gr ","Panaderia y Pasteleria","Panaderia Empacada","4100","https://metrocolombiafood.vteximg.com.br/arquivos/ids/265001-750-750/7702766098538.jpg?v=637226681081100000",""
"1461","Tostadas Bimbo Clasicas","5","Bolsa x 220 gr","Panaderia y Pasteleria","Panaderia Empacada","3500","https://metrocolombiafood.vteximg.com.br/arquivos/ids/256171-1000-1000/7705326011800.jpg?v=637158277011330000",""
"1462","Tostaos Mantequilla","5","Bolsa x 150 gr","Panaderia y Pasteleria","Panaderia Empacada","2300","https://i0.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/04/bimbo_tostaos_150gr.jpg?fit=700%2C700&ssl=1",""
"1463","Tostaos Integrales","5","Bolsa x 150 gr","Panaderia y Pasteleria","Panaderia Empacada","2400","https://i0.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/04/bimbo_tostaos_integrales_150gr.jpg?fit=700%2C700&ssl=1",""
"1464","Tortillas Bimbo M","5","Bolsa x 300 gr","Panaderia y Pasteleria","Panaderia Empacada","5200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3503262-1000-1000/7705326077837.jpg?v=637249021967570000",""
"1465","Tortillinas Bimbo L","5","Bolsa x 425 gr","Panaderia y Pasteleria","Panaderia Empacada","6300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3503261-1000-1000/7705326077844.jpg?v=637249021964430000",""
"1466","Ponque Ramo Tradicional","5","Bolsa x 230 gr ","Panaderia y Pasteleria","Panaderia Empacada","2850","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3287019-750-750/7702914594462.jpg?v=636631868843870000",""
"1467","Ponque Ramo Chocolate","5","Bolsa x 230 gr ","Panaderia y Pasteleria","Panaderia Empacada","3200","https://mercaldas.vteximg.com.br/arquivos/ids/199073-1000-1000/Ponque-RAMO-230-Chocolate-Cj_43973.jpg?v=637354711425030000",""
"1468","Ponque Ramo Nuez","5","Bolsa x 230 gr ","Panaderia y Pasteleria","Panaderia Empacada","4400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/189552-750-750/7702914110501-PONQUE-RAMO-NUECES.jpg?v=636162002834800000",""
"1469","Ponque Ramo Trozos de Chocolate","5","Bolsa x 230 gr ","Panaderia y Pasteleria","Panaderia Empacada","4400","https://metrocolombiafood.vteximg.com.br/arquivos/ids/268415-750-750/7702914594943.jpg?v=637244541291470000",""
"1470","Ponque Bimbo Casero Vainilla ","5","Bolsa x 220","Panaderia y Pasteleria","Panaderia Empacada","2800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3503253-750-750/7705326079152.jpg?v=637249021924870000",""
"1471","Ponque Binbo Vainilla y Chocolate ","5","Bolsa x 220","Panaderia y Pasteleria","Panaderia Empacada","3200","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3503267-1000-1000/7705326075963.jpg?v=637249021996330000",""
"1472","Ponque Guadalupe ","5","Bolsa x 190 gr ","Panaderia y Pasteleria","Panaderia Empacada","4200","https://tiendacucuta.com/634-home_default/ponque-tradicional-guadalupe.jpg",""
"1473","Ponque Bimbo Chocoso ","5","Bolsa x 5 und","Panaderia y Pasteleria","Panaderia Empacada","5500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3503278-750-750/7705326071330.jpg?v=637249022061100000",""
"1474","Ponque Ramo Ramito ","5","Bolsa x 20 und","Panaderia y Pasteleria","Panaderia Empacada","8300","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/199062-750-750/7702914111706.jpg?v=636252936610630000",""
"1475","Ponque Ramo Ramito ","5","Bolsa x 10 und","Panaderia y Pasteleria","Panaderia Empacada","4700","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/199064-1000-1000/7702914111508.jpg?v=636252936613330000",""
"1476","Ponque Ramo Ramito ","5","Bolsa x 6 und","Panaderia y Pasteleria","Panaderia Empacada","2800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/199067-1000-1000/7702914111300.jpg?v=636252936617170000",""
"1477","Ponque Ramo Gansito ","5","Bolsa x 6 und","Panaderia y Pasteleria","Panaderia Empacada","4600","https://exitocol.vtexassets.com/arquivos/ids/1762629-800-auto?width=800&height=auto&aspect=true",""
"1478","Ponque Ramo Barrita de Chocorramo","5","Bolsa x 5 und","Panaderia y Pasteleria","Panaderia Empacada","4100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/199069-750-750/7702914114608.jpg?v=636252936619030000",""
"1479","Ponque Ramo Chocorramo","5","Bolsa x 5 und","Panaderia y Pasteleria","Panaderia Empacada","6700","https://metrocolombiafood.vteximg.com.br/arquivos/ids/268419-750-750/7702914596794.jpg?v=637244541319630000",""
"1480","Ponque Ramo Gala","5","Bolsa x 5 und","Panaderia y Pasteleria","Panaderia Empacada","6200","https://i2.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/04/ramo_ponque_gala_x5.jpg?fit=1000%2C1000&ssl=1",""
"1481","Ponque Ramo Gala Frutos","5","Bolsa  4 und","Panaderia y Pasteleria","Panaderia Empacada","4700","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3502564-1000-1000/7702914596046.jpg?v=637245718460570000",""
"1482","Ponque Ramo Gala Bloque Chocolate","5","Bolsa x 425 gr ","Panaderia y Pasteleria","Panaderia Empacada","6100","https://exitocol.vtexassets.com/arquivos/ids/1762606-800-auto?width=800&height=auto&aspect=true",""
"1483","Ponque Ramo Gala Bloque Vainilla","5","Bolsa x 425 gr ","Panaderia y Pasteleria","Panaderia Empacada","6100","https://exitocol.vtexassets.com/arquivos/ids/1762607-800-auto?width=800&height=auto&aspect=true",""
"1484","Ponque Ramo Gala Bloquen Coco","5","Bolsa x 425 gr ","Panaderia y Pasteleria","Panaderia Empacada","6100","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/199061-750-750/7702914112536.jpg?v=636252936608230000",""
"1485","Ponque Ramo Chocorramo Mini","5","Bolsa x 10 und","Panaderia y Pasteleria","Panaderia Empacada","4400","https://i0.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2019/10/chocoramo_mini_10und.jpg?fit=600%2C600&ssl=1",""
"1486","Ponque Ramo Chocorramo Mini","5","Bolsa x 20 und","Panaderia y Pasteleria","Panaderia Empacada","8400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/189556-1000-1000/7702914114103-CHOCORRAMO-MINI-X-20.jpg?v=636162002840770000",""
"1487","Mini Lonchera Ramo ","5","Bolsa x 10 und","Panaderia y Pasteleria","Panaderia Empacada","4950","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3504955-1000-1000/7702914597807.jpg?v=637251747010200000",""
"1488","Ponque Ramo Gala Miti","5","Bolsa x 12 und","Panaderia y Pasteleria","Panaderia Empacada","8100","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7702914164108.jpg",""
"1489","Torta Ramo Chocolate","5","Bolsa x 1000 gr","Panaderia y Pasteleria","Panaderia Empacada","11900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/257886-1000-1000/7702914167703-1.jpg?v=636485968105330000",""
"1490","Torta Ramo Vainilla","5","Bolsa x 1000 gr","Panaderia y Pasteleria","Panaderia Empacada","11900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/257883-1000-1000/7702914165006-1.jpg?v=636485968104230000",""
"1491","Galletas Saltin Noel","5","Bolsa x 3 tacos","Pasabocas","Galletas Saladas","3600","https://exitocol.vtexassets.com/arquivos/ids/2746821/Galleta-Tradicional-Pqt-X-3-Tacos-836412_a.jpg?v=637310420545630000",""
"1492","Galletas Saltin Noel","5","Bolsa x 6 tacos","Pasabocas","Galletas Saladas","4900","https://secureservercdn.net/50.62.88.95/vx2.bc3.myftpupload.com/wp-content/uploads/2019/07/7702025132652.jpg?time=1600379877",""
"1493","Galletas Saltin Noel Queso Mantequilla","5","Bolsa x 3 tacos","Pasabocas","Galletas Saladas","4600","https://exitocol.vtexassets.com/arquivos/ids/3744033-800-auto?width=800&height=auto&aspect=true",""
"1494","Galletas Saltin Noel Semillas Cereal","5","Bolsa x 3 tacos","Pasabocas","Galletas Saladas","4950","https://mercaldas.vteximg.com.br/arquivos/ids/199340-400-400/Galleta-SALTIN-NOEL-semillas-y-cereales-3-tacos-x456g_66768.jpg?v=637354712268200000",""
"1495","Galletas Saltin Noel Integral","5","Bolsa x 3 tacos","Pasabocas","Galletas Saladas","4800","https://i2.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2018/11/galletas_saltin_noel_integral.jpg?fit=1000%2C1000&ssl=1",""
"1496","Galletas Saltitacos","5","Bolsa x 7 tacos","Pasabocas","Galletas Saladas","4900","https://tomy.com.co/wp-content/uploads/2020/01/Saltitacos-7tacos.jpg",""
"1497","Galletas Saltinas Nestle ","5","Bolsa x 3 tacos","Pasabocas","Galletas Saladas","3800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/520409-1000-1000/7702024071563-1.jpg?v=636488541945800000",""
"1498","Galletas Saltinas Nestle ","5","Bolsa x 5 tacos","Pasabocas","Galletas Saladas","4700","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/520272-1000-1000/7702024071532-1.jpg?v=636488541367930000",""
"1499","Galletas Saltinas Nestle Mantequilla","5","Bolsa x 3 tacos","Pasabocas","Galletas Saladas","4700","https://mercaldas.vteximg.com.br/arquivos/ids/199369-400-400/Galleta-SALTINAS-mantequilla-3-tacos-x242g_43703.jpg?v=637354712325630000",""
"1500","Galletas Saltinas Nestle Dore","5","Bolsa x 3 tacos","Pasabocas","Galletas Saladas","4300","https://metrocolombiafood.vteximg.com.br/arquivos/ids/263859-1000-1000/7702024021995-1.jpg?v=637218078271530000",""
"1501","Galletas Crakeñas","5","Bolsa x 4 tacos","Pasabocas","Galletas Saladas","3600","https://cdn.derematazo.com/wp-content/uploads/2019/08/Galletas-crakenas-Saltin-taco-x-288-gr-34993.jpg",""
"1502","Galletas Crakeñas Integral ","5","Bolsa x 4 tacos","Pasabocas","Galletas Saladas","4700","https://vixark.b-cdn.net/lp-i-i-g/galletas-integrales-crake%C3%B1as-384g.jpg",""
"1503","Galletas Crakeñas Mantequilla","5","Bolsa x 5 tacos","Pasabocas","Galletas Saladas","4600","https://supermercadocomunal.com/10187-large_default/galletas-crakenas-mantequilla-5-tacos40.jpg",""
"1504","Galletas Ducales","5","Bolsa x 3 tacos","Pasabocas","Galletas Saladas","5600","https://mercaldas.vteximg.com.br/arquivos/ids/155951-1300-1300/61062.jpg?v=636885396677900000",""
"1505","Galletas Ducales","5","Bolsa x 2 tacos","Pasabocas","Galletas Saladas","4350","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/177469-1000-1000/7702025113132-1.jpg?v=636117824370470000",""
"1506","Galletas Saltin Noel","5","Bolsa x 216 gr","Pasabocas","Galletas Saladas","3650","https://mercaldas.vteximg.com.br/arquivos/ids/189267-1300-1300/Galleta-SALTIN-216-9X4-Pq_32320.jpg?v=637236198987900000",""
"1507","Galletas Saltin Noel Queso Mantequilla","5","Bolsa x 216 gr","Pasabocas","Galletas Saladas","0","https://larecetta.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/h/t/httpsstorage.googleapis.comlarecetta-ibis-images1001578.jpg",""
"1508","Galletas Saltin Noel Semillas Cereal","5","Bolsa x 216 gr","Pasabocas","Galletas Saladas","3650","https://exitocol.vtexassets.com/arquivos/ids/2610078-800-auto?width=800&height=auto&aspect=true",""
"1509","Galletas Saltin Noel Integral","5","Bolsa x 216 gr","Pasabocas","Galletas Saladas","3650","https://exitocol.vtexassets.com/arquivos/ids/3833979/Galletas-Crakers-Integrales-X-9-Paquetes-X-24-gr-768574_a.png?v=637352525469600000",""
"1510","Galletas Ducales ","5","Bolsa x 243 gr ","Pasabocas","Galletas Saladas","3900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/177496-750-750/7702025133123-1.jpg?v=636117824426600000",""
"1511","Galletas Ducales Provocacion Chocolate","5","Bolsa x 168gr ","Pasabocas","Galletas Saladas","4900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/199245-1000-1000/7702025137770.jpg?v=636253500640000000",""
"1512","Galletas Ducales Provocacion Fresas ","5","Bolsa x 168gr ","Pasabocas","Galletas Saladas","4900","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3538032-1000-1000/7702025144990-1.jpg?v=637345653405000000",""
"1513","Galletas Ducales Tentacion ","5","Bolsa x 208 gr ","Pasabocas","Galletas Saladas","3950","https://static.wixstatic.com/media/bbbd89_3fe13788876c463f99e3c2ee0d87d4c8~mv2_d_2448_3264_s_4_2.jpg",""
"1514","Galleta Milo Anillos","5","Bolsa x 390 gr","Pasabocas","Galletas Saladas","5700","https://justoybueno.com/wp-content/uploads/2019/04/MILO_Galleta_Anillos_2412x32.5g_Front.jpeg",""
"1515","Galletas Club Social","5","Bolsa x 234 gr","Pasabocas","Galletas Saladas","4100","https://justoybueno.com/wp-content/uploads/2019/04/MILO_Galleta_Anillos_2412x32.5g_Front.jpeg",""
"1516","Galletas Club Social Integral ","5","Bolsa x 234 gr","Pasabocas","Galletas Saladas","4100","https://admin.consumo.com.co/backend/admin/backend/web/archivosDelCliente/items/images/20200714212237-Despensa-Galletas-GALLETA-CLUB-SOCIAL-X-234-GR-INTEGRAL-30720200714212237619.jpg",""
"1517","Galletas Club Social Linaza ","5","Bolsa x 234 gr","Pasabocas","Galletas Saladas","4100","https://www.eurosupermercados.com/eurosupermercado2020//contenidos/images/ecommerce_productos/7622210665706.jpg",""
"1518","Galletas Dux","5","Bolsa x 250 gr","Pasabocas","Galletas Saladas","3500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/177458-1000-1000/7702025101306-1.jpg?v=636117824357230000",""
"1519","Galletas Dux Integral","5","Bolsa x 250 gr","Pasabocas","Galletas Saladas","3500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/177509-1000-1000/7702025185368-1.jpg?v=636117824446900000",""
"1520","Galletas Ritz ","5","Bolsa x 134 gr","Pasabocas","Galletas Saladas","2700","https://exitocol.vtexassets.com/arquivos/ids/652433-800-auto?width=800&height=auto&aspect=true",""
"1521","Galletas Ritz Queso","5","Bolsa x 204 gr","Pasabocas","Galletas Saladas","5100","https://exitocol.vtexassets.com/arquivos/ids/652643/Galletas-Saladas-Ritz-Queso-6-Und-X-34-G-Cu-466935_a.jpg?v=637027012417070000",""
"1522","Galletas Festival Vainilla","5","Bolsa x 600 gr","Pasabocas","Galletas Dulces","7800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/177506-750-750/7702025182152-1.jpg?v=636117824443130000",""
"1523","Galletas Festival Limon","5","Bolsa x 600 gr","Pasabocas","Galletas Dulces","7800","https://metrocolombiafood.vteximg.com.br/arquivos/ids/156542-750-750/7702025103829-1.jpg?v=636670238949030000",""
"1524","Galletas Festival Fresa","5","Bolsa x 600 gr","Pasabocas","Galletas Dulces","7800","foto",""
"1525","Galletas Festival Chocolate","5","Bolsa x 600 gr","Pasabocas","Galletas Dulces","7800","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/177508-1000-1000/7702025182169-1.jpg?v=636117824445800000",""
"1526","Galletas Oreo ","5","Bolsa x 432 gr","Pasabocas","Galletas Dulces","7500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3550863-1000-1000/7590011151110.jpg?v=637365598339100000",""
"1527","Galletas Oreo Fresa","5","Bolsa x 432 gr","Pasabocas","Galletas Dulces","7500","https://exitocol.vtexassets.com/arquivos/ids/3113413-800-auto?width=800&height=auto&aspect=true",""
"1528","Galletas Oreo Chocolate ","5","Bolsa x 432 gr","Pasabocas","Galletas Dulces","7500","https://metrocolombiafood.vteximg.com.br/arquivos/ids/287168-1000-1000/7750168000581.jpg?v=637370719666970000",""
"1529","Galletas Oreo Cookies & Cream","5","Bolsa x 432 gr","Pasabocas","Galletas Dulces","7500","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/3550934-1000-1000/7702133006647.jpg?v=637365598627970000",""
"1530","Galletas Brinky Limon","5","Bolsa x 510 gr","Pasabocas","Galletas Dulces","4900","https://www.proveoriente.com/wp-content/uploads/2019/01/2193-1.jpg",""
"1531","Galletas Brinky Vainilla","5","Bolsa x 510 gr","Pasabocas","Galletas Dulces","4900","https://www.confipuma.com/app_data_archivos/confipuma.soomi.co/productos/producto_0743877727114655f95da756a50014e1d22988911598409176.jpg",""
"1532","Galletas Brinky Chocolate","5","Bolsa x 510 gr","Pasabocas","Galletas Dulces","4900","https://www.proveoriente.com/wp-content/uploads/2019/01/2844-1.jpg",""
"1533","Galletas Brinky Fresa","5","Bolsa x 510 gr","Pasabocas","Galletas Dulces","4900","https://www.proveoriente.com/wp-content/uploads/2019/01/2192-1.jpg",""
"1534","Galletas Muu ","5","Bolsa x 216 gr","Pasabocas","Galletas Dulces","2300","https://d50xhnwqnrbqk.cloudfront.net/images/products/large/galletas-muu-2.jpg",""
"1535","Galletas Muu Mantequilla","5","Bolsa x 396 gr","Pasabocas","Galletas Dulces","4400","https://www.mercapava.com.co/wp-content/uploads/importedmedia/blogmedia-142726.jpg",""
"1536","Galletas Muu Mora","5","Bolsa x 396 gr","Pasabocas","Galletas Dulces","4300","https://www.proveoriente.com/wp-content/uploads/2019/01/5017-1.jpg",""
"1537","Galletas Muu Avena y Leche","5","Bolsa x 396 gr","Pasabocas","Galletas Dulces","4300","https://bombolandia.com.co/wp-content/uploads/2018/12/MUUU-CREMADA-AVENA-LECHE-X33GR.jpg",""
"1538","Galletas Muu Leche Achocolatada","5","Bolsa x 396 gr","Pasabocas","Galletas Dulces","4300","https://www.plasticauca.com/wp-content/uploads/2019/11/2048-GALLETA-MUU-ACHOCOLATADA-FRESA-SURTIDA.jpg",""
"1539","Galletas Chips Ajoy","5","Bolsa x 270 gr","Pasabocas","Galletas Dulces","5150","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/188605-1000-1000/7750168156745-GALLETAS-CHIPS--AHOY-270G.jpg?v=636144863708370000",""
"1540","Galletas Mini Chips","5","Bolsa x 420 gr ","Pasabocas","Galletas Dulces","5150","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/177468-1000-1000/7702025110452-1.jpg?v=636117824369800000",""
"1541","Galletas Festival Chips","5","Bolsa x 240 gr","Pasabocas","Galletas Dulces","4900","https://secureservercdn.net/50.62.88.95/vx2.bc3.myftpupload.com/wp-content/uploads/2020/02/7702025144198-600x450.jpg",""
"1542","Galletas Noel Wafer Vainilla","5","Bolsa x 432 gr ","Pasabocas","Galletas Dulces","5400","https://jumbocolombiafood.vteximg.com.br/arquivos/ids/177512-1000-1000/7702025186440-1.jpg?v=636117824451200000",""
"1543","Galletas Bridge Vainilla","5","Bolsa x 300 gr ","Pasabocas","Galletas Dulces","3600","https://fullersoluciones.com/wp-content/uploads/2020/06/GALLETA-BRIDGE-X10-VAINILLA.jpg",""
"1544","Galletas Bridge Limon","5","Bolsa x 300 gr ","Pasabocas","Galletas Dulces","3600","https://cdn1.totalcode.net/distribuidoradisnery/product-zoom/es/galletas-wafer-bridge-mousse-de-limon-10-unidades-1.jpg",""
"1545","Galletas Bridge Chocolate","5","Bolsa x 300 gr ","Pasabocas","Galletas Dulces","3600","https://i1.wp.com/superlacasita.com.gt/wp-content/uploads/2020/05/Galletas-Bridge-Chocolate-10-uni.jpg?fit=600%2C600&ssl=1",""
"1546","Galletas Bridge Fresa","5","Bolsa x 300 gr ","Pasabocas","Galletas Dulces","3600","https://i0.wp.com/mercaenlinea.nyc3.digitaloceanspaces.com/2020/04/7702011271440.jpg?fit=960%2C720&ssl=1",""
"1547","Galletas Bridge Ron Pasas","5","Bolsa x 300 gr ","Pasabocas","Galletas Dulces","3600","https://merkenlinea.com/wp-content/uploads/2020/07/Bridge-individual-ron-pasas-10-paquetes-300-g.png",""
"1548","Galletas Wafer Muu Max","5","Bolsa x 322 gr","Pasabocas","Galletas Dulces","3800","https://colsubsidiogrocery.vtexassets.com/arquivos/ids/156542-800-450?width=800&height=450&aspect=true",""
"1549","Galletas Wafer Muu Max","5","Bolsa x 432 gr ","Pasabocas","Galletas Dulces","4600","https://www.colombina.com/corporativo/includes/thumbnail.php?url=/config/img/files/3257.jpg&1",""
